,beams EUR/ton
30/10/2020,540.0
31/10/2020,540.0
01/11/2020,539.0
02/11/2020,539.0
03/11/2020,539.0
04/11/2020,539.0
05/11/2020,539.0
06/11/2020,539.0
07/11/2020,539.0
08/11/2020,539.0
09/11/2020,539.0
10/11/2020,539.0
11/11/2020,539.0
12/11/2020,539.0
13/11/2020,539.0
14/11/2020,539.0
15/11/2020,539.0
16/11/2020,539.0
17/11/2020,539.0
18/11/2020,539.0
19/11/2020,539.0
20/11/2020,539.0
21/11/2020,539.0
22/11/2020,539.0
23/11/2020,539.0
24/11/2020,539.0
25/11/2020,539.0
26/11/2020,539.0
27/11/2020,539.0
28/11/2020,539.0
29/11/2020,539.0
30/11/2020,539.0
31/11/2020,539.0
01/12/2020,563.0
02/12/2020,563.0
03/12/2020,563.0
04/12/2020,563.0
05/12/2020,563.0
06/12/2020,563.0
07/12/2020,563.0
08/12/2020,563.0
09/12/2020,563.0
10/12/2020,563.0
11/12/2020,563.0
12/12/2020,563.0
13/12/2020,563.0
14/12/2020,563.0
15/12/2020,563.0
16/12/2020,563.0
17/12/2020,563.0
18/12/2020,563.0
19/12/2020,563.0
20/12/2020,563.0
21/12/2020,563.0
22/12/2020,563.0
23/12/2020,563.0
24/12/2020,563.0
25/12/2020,563.0
26/12/2020,563.0
27/12/2020,563.0
28/12/2020,563.0
29/12/2020,563.0
30/12/2020,563.0
31/12/2020,563.0
01/01/2021,737.0
02/01/2021,737.0
03/01/2021,737.0
04/01/2021,737.0
05/01/2021,737.0
06/01/2021,737.0
07/01/2021,737.0
08/01/2021,737.0
09/01/2021,737.0
10/01/2021,737.0
11/01/2021,737.0
12/01/2021,737.0
13/01/2021,737.0
14/01/2021,737.0
15/01/2021,737.0
16/01/2021,737.0
17/01/2021,737.0
18/01/2021,737.0
19/01/2021,737.0
20/01/2021,737.0
21/01/2021,737.0
22/01/2021,737.0
23/01/2021,737.0
24/01/2021,737.0
25/01/2021,737.0
26/01/2021,737.0
27/01/2021,737.0
28/01/2021,737.0
29/01/2021,737.0
30/01/2021,737.0
31/01/2021,737.0
01/02/2021,740.0
02/02/2021,740.0
03/02/2021,740.0
04/02/2021,740.0
05/02/2021,740.0
06/02/2021,740.0
07/02/2021,740.0
08/02/2021,740.0
09/02/2021,740.0
10/02/2021,740.0
11/02/2021,740.0
12/02/2021,740.0
13/02/2021,740.0
14/02/2021,740.0
15/02/2021,740.0
16/02/2021,740.0
17/02/2021,740.0
18/02/2021,740.0
19/02/2021,740.0
20/02/2021,740.0
21/02/2021,740.0
22/02/2021,740.0
23/02/2021,740.0
24/02/2021,740.0
25/02/2021,740.0
26/02/2021,740.0
27/02/2021,740.0
28/02/2021,740.0
29/02/2021,740.0
30/02/2021,740.0
31/02/2021,740.0
01/03/2021,729.0
02/03/2021,729.0
03/03/2021,729.0
04/03/2021,729.0
05/03/2021,729.0
06/03/2021,729.0
07/03/2021,729.0
08/03/2021,729.0
09/03/2021,729.0
10/03/2021,729.0
11/03/2021,729.0
12/03/2021,729.0
13/03/2021,729.0
14/03/2021,729.0
15/03/2021,729.0
16/03/2021,729.0
17/03/2021,729.0
18/03/2021,729.0
19/03/2021,729.0
20/03/2021,729.0
21/03/2021,729.0
22/03/2021,729.0
23/03/2021,729.0
24/03/2021,729.0
25/03/2021,729.0
26/03/2021,729.0
27/03/2021,729.0
28/03/2021,729.0
29/03/2021,729.0
30/03/2021,729.0
31/03/2021,729.0
01/04/2021,734.0
02/04/2021,734.0
03/04/2021,734.0
04/04/2021,734.0
05/04/2021,734.0
06/04/2021,734.0
07/04/2021,734.0
08/04/2021,734.0
09/04/2021,734.0
10/04/2021,734.0
11/04/2021,734.0
12/04/2021,734.0
13/04/2021,734.0
14/04/2021,734.0
15/04/2021,734.0
16/04/2021,734.0
17/04/2021,734.0
18/04/2021,734.0
19/04/2021,734.0
20/04/2021,734.0
21/04/2021,734.0
22/04/2021,734.0
23/04/2021,734.0
24/04/2021,734.0
25/04/2021,734.0
26/04/2021,734.0
27/04/2021,734.0
28/04/2021,734.0
29/04/2021,734.0
30/04/2021,734.0
31/04/2021,734.0
01/05/2021,796.0
02/05/2021,796.0
03/05/2021,796.0
04/05/2021,796.0
05/05/2021,796.0
06/05/2021,796.0
07/05/2021,796.0
08/05/2021,796.0
09/05/2021,796.0
10/05/2021,796.0
11/05/2021,796.0
12/05/2021,796.0
13/05/2021,796.0
14/05/2021,796.0
15/05/2021,796.0
16/05/2021,796.0
17/05/2021,796.0
18/05/2021,796.0
19/05/2021,796.0
20/05/2021,796.0
21/05/2021,796.0
22/05/2021,796.0
23/05/2021,796.0
24/05/2021,796.0
25/05/2021,796.0
26/05/2021,796.0
27/05/2021,796.0
28/05/2021,796.0
29/05/2021,796.0
30/05/2021,796.0
31/05/2021,796.0
01/06/2021,927.0
02/06/2021,927.0
03/06/2021,927.0
04/06/2021,927.0
05/06/2021,927.0
06/06/2021,927.0
07/06/2021,927.0
08/06/2021,927.0
09/06/2021,927.0
10/06/2021,927.0
11/06/2021,927.0
12/06/2021,927.0
13/06/2021,927.0
14/06/2021,927.0
15/06/2021,927.0
16/06/2021,927.0
17/06/2021,927.0
18/06/2021,927.0
19/06/2021,927.0
20/06/2021,927.0
21/06/2021,927.0
22/06/2021,927.0
23/06/2021,927.0
24/06/2021,927.0
25/06/2021,927.0
26/06/2021,927.0
27/06/2021,927.0
28/06/2021,927.0
29/06/2021,927.0
30/06/2021,927.0
31/06/2021,927.0
01/07/2021,1017.0
02/07/2021,1017.0
03/07/2021,1017.0
04/07/2021,1017.0
05/07/2021,1017.0
06/07/2021,1017.0
07/07/2021,1017.0
08/07/2021,1017.0
09/07/2021,1017.0
10/07/2021,1017.0
11/07/2021,1017.0
12/07/2021,1017.0
13/07/2021,1017.0
14/07/2021,1017.0
15/07/2021,1017.0
16/07/2021,1017.0
17/07/2021,1017.0
18/07/2021,1017.0
19/07/2021,1017.0
20/07/2021,1017.0
21/07/2021,1017.0
22/07/2021,1017.0
23/07/2021,1017.0
24/07/2021,1017.0
25/07/2021,1017.0
26/07/2021,1017.0
27/07/2021,1017.0
28/07/2021,1017.0
29/07/2021,1017.0
30/07/2021,1017.0
31/07/2021,1017.0
01/08/2021,1029.0
02/08/2021,1029.0
03/08/2021,1029.0
04/08/2021,1029.0
05/08/2021,1029.0
06/08/2021,1029.0
07/08/2021,1029.0
08/08/2021,1029.0
09/08/2021,1029.0
10/08/2021,1029.0
11/08/2021,1029.0
12/08/2021,1029.0
13/08/2021,1029.0
14/08/2021,1029.0
15/08/2021,1029.0
16/08/2021,1029.0
17/08/2021,1029.0
18/08/2021,1029.0
19/08/2021,1029.0
20/08/2021,1029.0
21/08/2021,1029.0
22/08/2021,1029.0
23/08/2021,1029.0
24/08/2021,1029.0
25/08/2021,1029.0
26/08/2021,1029.0
27/08/2021,1029.0
28/08/2021,1029.0
29/08/2021,1029.0
30/08/2021,1029.0
31/08/2021,1029.0
01/09/2021,1009.0
02/09/2021,1009.0
03/09/2021,1009.0
04/09/2021,1009.0
05/09/2021,1009.0
06/09/2021,1009.0
07/09/2021,1009.0
08/09/2021,1009.0
09/09/2021,1009.0
10/09/2021,1009.0
11/09/2021,1009.0
12/09/2021,1009.0
13/09/2021,1009.0
14/09/2021,1009.0
15/09/2021,1009.0
16/09/2021,1009.0
17/09/2021,1009.0
18/09/2021,1009.0
19/09/2021,1009.0
20/09/2021,1009.0
21/09/2021,1009.0
22/09/2021,1009.0
23/09/2021,1009.0
24/09/2021,1009.0
25/09/2021,1009.0
26/09/2021,1009.0
27/09/2021,1009.0
28/09/2021,1009.0
29/09/2021,1009.0
30/09/2021,1009.0
31/09/2021,1009.0
01/10/2021,986.0
02/10/2021,986.0
03/10/2021,986.0
04/10/2021,986.0
05/10/2021,986.0
06/10/2021,986.0
07/10/2021,986.0
08/10/2021,986.0
09/10/2021,986.0
10/10/2021,986.0
11/10/2021,986.0
12/10/2021,986.0
13/10/2021,986.0
14/10/2021,986.0
15/10/2021,986.0
16/10/2021,986.0
17/10/2021,986.0
18/10/2021,986.0
19/10/2021,986.0
20/10/2021,986.0
21/10/2021,986.0
22/10/2021,986.0
23/10/2021,986.0
24/10/2021,986.0
25/10/2021,986.0
26/10/2021,986.0
27/10/2021,986.0
28/10/2021,986.0
29/10/2021,986.0
30/10/2021,986.0
31/10/2021,986.0
01/11/2021,999.0
02/11/2021,999.0
03/11/2021,999.0
04/11/2021,999.0
05/11/2021,999.0
06/11/2021,999.0
07/11/2021,999.0
08/11/2021,999.0
09/11/2021,999.0
10/11/2021,999.0
11/11/2021,999.0
12/11/2021,999.0
13/11/2021,999.0
14/11/2021,999.0
15/11/2021,999.0
16/11/2021,999.0
17/11/2021,999.0
18/11/2021,999.0
19/11/2021,999.0
20/11/2021,999.0
21/11/2021,999.0
22/11/2021,999.0
23/11/2021,999.0
24/11/2021,999.0
25/11/2021,999.0
26/11/2021,999.0
27/11/2021,999.0
28/11/2021,999.0
29/11/2021,999.0
30/11/2021,999.0
31/11/2021,999.0
01/12/2021,981.0
02/12/2021,981.0
03/12/2021,981.0
04/12/2021,981.0
05/12/2021,981.0
06/12/2021,981.0
07/12/2021,981.0
08/12/2021,981.0
09/12/2021,981.0
10/12/2021,981.0
11/12/2021,981.0
12/12/2021,981.0
13/12/2021,981.0
14/12/2021,981.0
15/12/2021,981.0
16/12/2021,981.0
17/12/2021,981.0
18/12/2021,981.0
19/12/2021,981.0
20/12/2021,981.0
21/12/2021,981.0
22/12/2021,981.0
23/12/2021,981.0
24/12/2021,981.0
25/12/2021,981.0
26/12/2021,981.0
27/12/2021,981.0
28/12/2021,981.0
29/12/2021,981.0
30/12/2021,981.0
31/12/2021,981.0
01/01/2022,1049.0
02/01/2022,1049.0
03/01/2022,1049.0
04/01/2022,1049.0
05/01/2022,1049.0
06/01/2022,1049.0
07/01/2022,1049.0
08/01/2022,1049.0
09/01/2022,1049.0
10/01/2022,1049.0
11/01/2022,1049.0
12/01/2022,1049.0
13/01/2022,1049.0
14/01/2022,1049.0
15/01/2022,1049.0
16/01/2022,1049.0
17/01/2022,1049.0
18/01/2022,1049.0
19/01/2022,1049.0
20/01/2022,1049.0
21/01/2022,1049.0
22/01/2022,1049.0
23/01/2022,1049.0
24/01/2022,1049.0
25/01/2022,1049.0
26/01/2022,1049.0
27/01/2022,1049.0
28/01/2022,1049.0
29/01/2022,1049.0
30/01/2022,1049.0
31/01/2022,1049.0
01/02/2022,1053.0
02/02/2022,1053.0
03/02/2022,1053.0
04/02/2022,1053.0
05/02/2022,1053.0
06/02/2022,1053.0
07/02/2022,1053.0
08/02/2022,1053.0
09/02/2022,1053.0
10/02/2022,1053.0
11/02/2022,1053.0
12/02/2022,1053.0
13/02/2022,1053.0
14/02/2022,1053.0
15/02/2022,1053.0
16/02/2022,1053.0
17/02/2022,1053.0
18/02/2022,1053.0
19/02/2022,1053.0
20/02/2022,1053.0
21/02/2022,1053.0
22/02/2022,1053.0
23/02/2022,1053.0
24/02/2022,1053.0
25/02/2022,1053.0
26/02/2022,1053.0
27/02/2022,1053.0
28/02/2022,1053.0
29/02/2022,1053.0
30/02/2022,1053.0
31/02/2022,1053.0
01/03/2022,1250.0
02/03/2022,1250.0
03/03/2022,1250.0
04/03/2022,1250.0
05/03/2022,1250.0
06/03/2022,1250.0
07/03/2022,1250.0
08/03/2022,1250.0
09/03/2022,1250.0
10/03/2022,1250.0
11/03/2022,1250.0
12/03/2022,1250.0
13/03/2022,1250.0
14/03/2022,1250.0
15/03/2022,1250.0
16/03/2022,1250.0
17/03/2022,1250.0
18/03/2022,1250.0
19/03/2022,1250.0
20/03/2022,1250.0
21/03/2022,1250.0
22/03/2022,1250.0
23/03/2022,1250.0
24/03/2022,1250.0
25/03/2022,1250.0
26/03/2022,1250.0
27/03/2022,1250.0
28/03/2022,1250.0
29/03/2022,1250.0
30/03/2022,1250.0
31/03/2022,1250.0
01/04/2022,1458.0
02/04/2022,1458.0
03/04/2022,1458.0
04/04/2022,1458.0
05/04/2022,1458.0
06/04/2022,1458.0
07/04/2022,1458.0
08/04/2022,1458.0
09/04/2022,1458.0
10/04/2022,1458.0
11/04/2022,1458.0
12/04/2022,1458.0
13/04/2022,1458.0
14/04/2022,1458.0
15/04/2022,1458.0
16/04/2022,1458.0
17/04/2022,1458.0
18/04/2022,1458.0
19/04/2022,1458.0
20/04/2022,1458.0
21/04/2022,1458.0
22/04/2022,1458.0
23/04/2022,1458.0
24/04/2022,1458.0
25/04/2022,1458.0
26/04/2022,1458.0
27/04/2022,1458.0
28/04/2022,1458.0
29/04/2022,1458.0
30/04/2022,1458.0
31/04/2022,1458.0
01/05/2022,1447.0
02/05/2022,1447.0
03/05/2022,1447.0
04/05/2022,1447.0
05/05/2022,1447.0
06/05/2022,1447.0
07/05/2022,1447.0
08/05/2022,1447.0
09/05/2022,1447.0
10/05/2022,1447.0
11/05/2022,1447.0
12/05/2022,1447.0
13/05/2022,1447.0
14/05/2022,1447.0
15/05/2022,1447.0
16/05/2022,1447.0
17/05/2022,1447.0
18/05/2022,1447.0
19/05/2022,1447.0
20/05/2022,1447.0
21/05/2022,1447.0
22/05/2022,1447.0
23/05/2022,1447.0
24/05/2022,1447.0
25/05/2022,1447.0
26/05/2022,1447.0
27/05/2022,1447.0
28/05/2022,1447.0
29/05/2022,1447.0
30/05/2022,1447.0
31/05/2022,1447.0
01/06/2022,1370.0
02/06/2022,1370.0
03/06/2022,1370.0
04/06/2022,1370.0
05/06/2022,1370.0
06/06/2022,1370.0
07/06/2022,1370.0
08/06/2022,1370.0
09/06/2022,1370.0
10/06/2022,1370.0
11/06/2022,1370.0
12/06/2022,1370.0
13/06/2022,1370.0
14/06/2022,1370.0
15/06/2022,1370.0
16/06/2022,1370.0
17/06/2022,1370.0
18/06/2022,1370.0
19/06/2022,1370.0
20/06/2022,1370.0
21/06/2022,1370.0
22/06/2022,1370.0
23/06/2022,1370.0
24/06/2022,1370.0
25/06/2022,1370.0
26/06/2022,1370.0
27/06/2022,1370.0
28/06/2022,1370.0
29/06/2022,1370.0
30/06/2022,1370.0
31/06/2022,1370.0
01/07/2022,1320.0
02/07/2022,1320.0
03/07/2022,1320.0
04/07/2022,1320.0
05/07/2022,1320.0
06/07/2022,1320.0
07/07/2022,1320.0
08/07/2022,1320.0
09/07/2022,1320.0
10/07/2022,1320.0
11/07/2022,1320.0
12/07/2022,1320.0
13/07/2022,1320.0
14/07/2022,1320.0
15/07/2022,1320.0
16/07/2022,1320.0
17/07/2022,1320.0
18/07/2022,1320.0
19/07/2022,1320.0
20/07/2022,1320.0
21/07/2022,1320.0
22/07/2022,1320.0
23/07/2022,1320.0
24/07/2022,1320.0
25/07/2022,1320.0
26/07/2022,1320.0
27/07/2022,1320.0
28/07/2022,1320.0
29/07/2022,1320.0
30/07/2022,1320.0
31/07/2022,1320.0
01/08/2022,1295.0
02/08/2022,1295.0
03/08/2022,1295.0
04/08/2022,1295.0
05/08/2022,1295.0
06/08/2022,1295.0
07/08/2022,1295.0
08/08/2022,1295.0
09/08/2022,1295.0
10/08/2022,1295.0
11/08/2022,1295.0
12/08/2022,1295.0
13/08/2022,1295.0
14/08/2022,1295.0
15/08/2022,1295.0
16/08/2022,1295.0
17/08/2022,1295.0
18/08/2022,1295.0
19/08/2022,1295.0
20/08/2022,1295.0
21/08/2022,1295.0
22/08/2022,1295.0
23/08/2022,1295.0
24/08/2022,1295.0
25/08/2022,1295.0
26/08/2022,1295.0
27/08/2022,1295.0
28/08/2022,1295.0
29/08/2022,1295.0
30/08/2022,1295.0
31/08/2022,1295.0
01/09/2022,1305.0
02/09/2022,1305.0
03/09/2022,1305.0
04/09/2022,1305.0
05/09/2022,1305.0
06/09/2022,1305.0
07/09/2022,1305.0
08/09/2022,1305.0
09/09/2022,1305.0
10/09/2022,1305.0
11/09/2022,1305.0
12/09/2022,1305.0
13/09/2022,1305.0
14/09/2022,1305.0
15/09/2022,1305.0
16/09/2022,1305.0
17/09/2022,1305.0
18/09/2022,1305.0
19/09/2022,1305.0
20/09/2022,1305.0
21/09/2022,1305.0
22/09/2022,1305.0
23/09/2022,1305.0
24/09/2022,1305.0
25/09/2022,1305.0
26/09/2022,1305.0
27/09/2022,1305.0
28/09/2022,1305.0
29/09/2022,1305.0
30/09/2022,1305.0
31/09/2022,1305.0
01/10/2022,1305.0
02/10/2022,1305.0
03/10/2022,1305.0
04/10/2022,1305.0
05/10/2022,1305.0
06/10/2022,1305.0
07/10/2022,1305.0
08/10/2022,1305.0
09/10/2022,1305.0
10/10/2022,1305.0
11/10/2022,1305.0
12/10/2022,1305.0
13/10/2022,1305.0
14/10/2022,1305.0
15/10/2022,1305.0
16/10/2022,1305.0
17/10/2022,1305.0
18/10/2022,1305.0
19/10/2022,1305.0
20/10/2022,1305.0
21/10/2022,1305.0
22/10/2022,1305.0
23/10/2022,1305.0
24/10/2022,1305.0
25/10/2022,1305.0
26/10/2022,1305.0
27/10/2022,1305.0
28/10/2022,1305.0
29/10/2022,1305.0
30/10/2022,1305.0
31/10/2022,1305.0
01/11/2022,1275.0
02/11/2022,1275.0
03/11/2022,1275.0
04/11/2022,1275.0
05/11/2022,1275.0
06/11/2022,1275.0
07/11/2022,1275.0
08/11/2022,1275.0
09/11/2022,1275.0
10/11/2022,1275.0
11/11/2022,1275.0
12/11/2022,1275.0
13/11/2022,1275.0
14/11/2022,1275.0
15/11/2022,1275.0
16/11/2022,1275.0
17/11/2022,1275.0
18/11/2022,1275.0
19/11/2022,1275.0
20/11/2022,1275.0
21/11/2022,1275.0
22/11/2022,1275.0
23/11/2022,1275.0
24/11/2022,1275.0
25/11/2022,1275.0
26/11/2022,1275.0
27/11/2022,1275.0
28/11/2022,1275.0
29/11/2022,1275.0
30/11/2022,1275.0
31/11/2022,1275.0
01/12/2022,1245.0
02/12/2022,1245.0
03/12/2022,1245.0
04/12/2022,1245.0
05/12/2022,1245.0
06/12/2022,1245.0
07/12/2022,1245.0
08/12/2022,1245.0
09/12/2022,1245.0
10/12/2022,1245.0
11/12/2022,1245.0
12/12/2022,1245.0
13/12/2022,1245.0
14/12/2022,1245.0
15/12/2022,1245.0
16/12/2022,1245.0
17/12/2022,1245.0
18/12/2022,1245.0
19/12/2022,1245.0
20/12/2022,1245.0
21/12/2022,1245.0
22/12/2022,1245.0
23/12/2022,1245.0
24/12/2022,1245.0
25/12/2022,1245.0
26/12/2022,1245.0
27/12/2022,1245.0
28/12/2022,1245.0
29/12/2022,1245.0
30/12/2022,1245.0
31/12/2022,1245.0
01/01/2023,1220.0
02/01/2023,1220.0
03/01/2023,1220.0
04/01/2023,1220.0
05/01/2023,1220.0
06/01/2023,1220.0
07/01/2023,1220.0
08/01/2023,1220.0
09/01/2023,1220.0
10/01/2023,1220.0
11/01/2023,1220.0
12/01/2023,1220.0
13/01/2023,1220.0
14/01/2023,1220.0
15/01/2023,1220.0
16/01/2023,1220.0
17/01/2023,1220.0
18/01/2023,1220.0
19/01/2023,1220.0
20/01/2023,1220.0
21/01/2023,1220.0
22/01/2023,1220.0
23/01/2023,1220.0
24/01/2023,1220.0
25/01/2023,1220.0
26/01/2023,1220.0
27/01/2023,1220.0
28/01/2023,1220.0
29/01/2023,1220.0
30/01/2023,1220.0
31/01/2023,1220.0
01/02/2023,1225.0
02/02/2023,1225.0
03/02/2023,1225.0
04/02/2023,1225.0
05/02/2023,1225.0
06/02/2023,1225.0
07/02/2023,1225.0
08/02/2023,1225.0
09/02/2023,1225.0
10/02/2023,1225.0
11/02/2023,1225.0
12/02/2023,1225.0
13/02/2023,1225.0
14/02/2023,1225.0
15/02/2023,1225.0
16/02/2023,1225.0
17/02/2023,1225.0
18/02/2023,1225.0
19/02/2023,1225.0
20/02/2023,1225.0
21/02/2023,1225.0
22/02/2023,1225.0
23/02/2023,1225.0
24/02/2023,1225.0
25/02/2023,1225.0
26/02/2023,1225.0
27/02/2023,1225.0
28/02/2023,1225.0
29/02/2023,1225.0
30/02/2023,1225.0
31/02/2023,1225.0
01/03/2023,1235.0
02/03/2023,1235.0
03/03/2023,1235.0
04/03/2023,1235.0
05/03/2023,1235.0
06/03/2023,1235.0
07/03/2023,1235.0
08/03/2023,1235.0
09/03/2023,1235.0
10/03/2023,1235.0
11/03/2023,1235.0
12/03/2023,1235.0
13/03/2023,1235.0
14/03/2023,1235.0
15/03/2023,1235.0
16/03/2023,1235.0
17/03/2023,1235.0
18/03/2023,1235.0
19/03/2023,1235.0
20/03/2023,1235.0
21/03/2023,1235.0
22/03/2023,1235.0
23/03/2023,1235.0
24/03/2023,1235.0
25/03/2023,1235.0
26/03/2023,1235.0
27/03/2023,1235.0
28/03/2023,1235.0
29/03/2023,1235.0
30/03/2023,1235.0
31/03/2023,1235.0
01/04/2023,1245.0
02/04/2023,1245.0
03/04/2023,1245.0
04/04/2023,1245.0
05/04/2023,1245.0
06/04/2023,1245.0
07/04/2023,1245.0
08/04/2023,1245.0
09/04/2023,1245.0
10/04/2023,1245.0
11/04/2023,1245.0
12/04/2023,1245.0
13/04/2023,1245.0
14/04/2023,1245.0
15/04/2023,1245.0
16/04/2023,1245.0
17/04/2023,1245.0
18/04/2023,1245.0
19/04/2023,1245.0
20/04/2023,1245.0
21/04/2023,1245.0
22/04/2023,1245.0
23/04/2023,1245.0
24/04/2023,1245.0
25/04/2023,1245.0
26/04/2023,1245.0
27/04/2023,1245.0
28/04/2023,1245.0
29/04/2023,1245.0
30/04/2023,1245.0
31/04/2023,1245.0
01/05/2023,1240.0
02/05/2023,1240.0
03/05/2023,1240.0
04/05/2023,1240.0
05/05/2023,1240.0
06/05/2023,1240.0
07/05/2023,1240.0
08/05/2023,1240.0
09/05/2023,1240.0
10/05/2023,1240.0
11/05/2023,1240.0
12/05/2023,1240.0
13/05/2023,1240.0
14/05/2023,1240.0
15/05/2023,1240.0
16/05/2023,1240.0
17/05/2023,1240.0
18/05/2023,1240.0
19/05/2023,1240.0
20/05/2023,1240.0
21/05/2023,1240.0
22/05/2023,1240.0
23/05/2023,1240.0
24/05/2023,1240.0
25/05/2023,1240.0
26/05/2023,1240.0
27/05/2023,1240.0
28/05/2023,1240.0
29/05/2023,1240.0
30/05/2023,1240.0
31/05/2023,1240.0
