,fuel all EUR/L
21/01/2022,1.603
22/01/2022,1.603
23/01/2022,1.603
24/01/2022,1.603
25/01/2022,1.603
26/01/2022,1.603
27/01/2022,1.603
28/01/2022,1.603
29/01/2022,1.603
30/01/2022,1.603
01/02/2022,1.669
02/02/2022,1.669
03/02/2022,1.669
04/02/2022,1.669
05/02/2022,1.669
06/02/2022,1.669
07/02/2022,1.669
08/02/2022,1.669
09/02/2022,1.669
10/02/2022,1.669
11/02/2022,1.669
12/02/2022,1.669
13/02/2022,1.669
14/02/2022,1.669
15/02/2022,1.669
16/02/2022,1.669
17/02/2022,1.669
18/02/2022,1.669
19/02/2022,1.669
20/02/2022,1.669
21/02/2022,1.669
22/02/2022,1.669
23/02/2022,1.669
24/02/2022,1.669
25/02/2022,1.669
26/02/2022,1.669
27/02/2022,1.669
28/02/2022,1.669
29/02/2022,1.669
30/02/2022,1.669
01/03/2022,2.145
02/03/2022,2.145
03/03/2022,2.145
04/03/2022,2.145
05/03/2022,2.145
06/03/2022,2.145
07/03/2022,2.145
08/03/2022,2.145
09/03/2022,2.145
10/03/2022,2.145
11/03/2022,2.145
12/03/2022,2.145
13/03/2022,2.145
14/03/2022,2.145
15/03/2022,2.145
16/03/2022,2.145
17/03/2022,2.145
18/03/2022,2.145
19/03/2022,2.145
20/03/2022,2.145
21/03/2022,2.145
22/03/2022,2.145
23/03/2022,2.145
24/03/2022,2.145
25/03/2022,2.145
26/03/2022,2.145
27/03/2022,2.145
28/03/2022,2.145
29/03/2022,2.145
30/03/2022,2.145
01/04/2022,2.029
02/04/2022,2.029
03/04/2022,2.029
04/04/2022,2.029
05/04/2022,2.029
06/04/2022,2.029
07/04/2022,2.029
08/04/2022,2.029
09/04/2022,2.029
10/04/2022,2.029
11/04/2022,2.029
12/04/2022,2.029
13/04/2022,2.029
14/04/2022,2.029
15/04/2022,2.029
16/04/2022,2.029
17/04/2022,2.029
18/04/2022,2.029
19/04/2022,2.029
20/04/2022,2.029
21/04/2022,2.029
22/04/2022,2.029
23/04/2022,2.029
24/04/2022,2.029
25/04/2022,2.029
26/04/2022,2.029
27/04/2022,2.029
28/04/2022,2.029
29/04/2022,2.029
30/04/2022,2.029
01/05/2022,2.038
02/05/2022,2.038
03/05/2022,2.038
04/05/2022,2.038
05/05/2022,2.038
06/05/2022,2.038
07/05/2022,2.038
08/05/2022,2.038
09/05/2022,2.038
10/05/2022,2.038
11/05/2022,2.038
12/05/2022,2.038
13/05/2022,2.038
14/05/2022,2.038
15/05/2022,2.038
16/05/2022,2.038
17/05/2022,2.038
18/05/2022,2.038
19/05/2022,2.038
20/05/2022,2.038
21/05/2022,2.038
22/05/2022,2.038
23/05/2022,2.038
24/05/2022,2.038
25/05/2022,2.038
26/05/2022,2.038
27/05/2022,2.038
28/05/2022,2.038
29/05/2022,2.038
30/05/2022,2.038
01/06/2022,2.001
02/06/2022,2.001
03/06/2022,2.001
04/06/2022,2.001
05/06/2022,2.001
06/06/2022,2.001
07/06/2022,2.001
08/06/2022,2.001
09/06/2022,2.001
10/06/2022,2.001
11/06/2022,2.001
12/06/2022,2.001
13/06/2022,2.001
14/06/2022,2.001
15/06/2022,2.001
16/06/2022,2.001
17/06/2022,2.001
18/06/2022,2.001
19/06/2022,2.001
20/06/2022,2.001
21/06/2022,2.001
22/06/2022,2.001
23/06/2022,2.001
24/06/2022,2.001
25/06/2022,2.001
26/06/2022,2.001
27/06/2022,2.001
28/06/2022,2.001
29/06/2022,2.001
30/06/2022,2.001
01/07/2022,
02/07/2022,
03/07/2022,
04/07/2022,
05/07/2022,
06/07/2022,
07/07/2022,
08/07/2022,
09/07/2022,
10/07/2022,
11/07/2022,
12/07/2022,
13/07/2022,
14/07/2022,
15/07/2022,
16/07/2022,
17/07/2022,
18/07/2022,
19/07/2022,
20/07/2022,
21/07/2022,
22/07/2022,
23/07/2022,
24/07/2022,
25/07/2022,
26/07/2022,
27/07/2022,
28/07/2022,
29/07/2022,
30/07/2022,
01/08/2022,
02/08/2022,
03/08/2022,
04/08/2022,
05/08/2022,
06/08/2022,
07/08/2022,
08/08/2022,
09/08/2022,
10/08/2022,
11/08/2022,
12/08/2022,
13/08/2022,
14/08/2022,
15/08/2022,
16/08/2022,
17/08/2022,
18/08/2022,
19/08/2022,
20/08/2022,
21/08/2022,
22/08/2022,
23/08/2022,
24/08/2022,
25/08/2022,
26/08/2022,
27/08/2022,
28/08/2022,
29/08/2022,
30/08/2022,
01/09/2022,
02/09/2022,
03/09/2022,
04/09/2022,
05/09/2022,
06/09/2022,
07/09/2022,
08/09/2022,
09/09/2022,
10/09/2022,
11/09/2022,
12/09/2022,
13/09/2022,
14/09/2022,
15/09/2022,
16/09/2022,
17/09/2022,
18/09/2022,
19/09/2022,
20/09/2022,
21/09/2022,
22/09/2022,
23/09/2022,
24/09/2022,
25/09/2022,
26/09/2022,
27/09/2022,
28/09/2022,
29/09/2022,
30/09/2022,
01/010/2022,
02/010/2022,
03/010/2022,
04/010/2022,
05/010/2022,
06/010/2022,
07/010/2022,
08/010/2022,
09/010/2022,
10/010/2022,
11/010/2022,
12/010/2022,
13/010/2022,
14/010/2022,
15/010/2022,
16/010/2022,
17/010/2022,
18/010/2022,
19/010/2022,
20/010/2022,
21/010/2022,
22/010/2022,
23/010/2022,
24/010/2022,
25/010/2022,
26/010/2022,
27/010/2022,
28/010/2022,
29/010/2022,
30/010/2022,
01/11/2022,
02/11/2022,
03/11/2022,
04/11/2022,
05/11/2022,
06/11/2022,
07/11/2022,
08/11/2022,
09/11/2022,
10/11/2022,
11/11/2022,
12/11/2022,
13/11/2022,
14/11/2022,
15/11/2022,
16/11/2022,
17/11/2022,
18/11/2022,
19/11/2022,
20/11/2022,
21/11/2022,
22/11/2022,
23/11/2022,
24/11/2022,
25/11/2022,
26/11/2022,
27/11/2022,
28/11/2022,
29/11/2022,
30/11/2022,
01/12/2022,
02/12/2022,
03/12/2022,
04/12/2022,
05/12/2022,
06/12/2022,
07/12/2022,
08/12/2022,
09/12/2022,
10/12/2022,
11/12/2022,
12/12/2022,
13/12/2022,
14/12/2022,
15/12/2022,
16/12/2022,
17/12/2022,
18/12/2022,
19/12/2022,
20/12/2022,
21/12/2022,
22/12/2022,
23/12/2022,
24/12/2022,
25/12/2022,
26/12/2022,
27/12/2022,
28/12/2022,
29/12/2022,
30/12/2022,
