Index,Date,variable,value
8350,24/02/2021,coils EUR/ton,932.0
8351,23/02/2021,coils EUR/ton,932.0
8352,22/02/2021,coils EUR/ton,932.0
8353,18/02/2021,coils EUR/ton,932.0
8354,17/02/2021,coils EUR/ton,932.0
8355,16/02/2021,coils EUR/ton,932.0
8356,15/02/2021,coils EUR/ton,932.0
8357,11/02/2021,coils EUR/ton,932.0
8358,10/02/2021,coils EUR/ton,932.0
8359,09/02/2021,coils EUR/ton,932.0
8360,08/02/2021,coils EUR/ton,932.0
8361,04/02/2021,coils EUR/ton,932.0
8362,03/02/2021,coils EUR/ton,932.0
8363,02/02/2021,coils EUR/ton,932.0
8364,01/02/2021,coils EUR/ton,932.0
8365,28/01/2021,coils EUR/ton,890.0
8366,27/01/2021,coils EUR/ton,890.0
8367,26/01/2021,coils EUR/ton,890.0
8368,25/01/2021,coils EUR/ton,890.0
8369,20/01/2021,coils EUR/ton,890.0
8370,19/01/2021,coils EUR/ton,890.0
8371,18/01/2021,coils EUR/ton,890.0
8372,14/01/2021,coils EUR/ton,890.0
8373,13/01/2021,coils EUR/ton,890.0
8374,12/01/2021,coils EUR/ton,890.0
8375,11/01/2021,coils EUR/ton,890.0
8376,07/01/2021,coils EUR/ton,890.0
8377,06/01/2021,coils EUR/ton,890.0
8378,05/01/2021,coils EUR/ton,890.0
8379,04/01/2021,coils EUR/ton,890.0
8380,30/12/2020,coils EUR/ton,777.0
8381,29/12/2020,coils EUR/ton,777.0
8382,23/12/2020,coils EUR/ton,777.0
8383,22/12/2020,coils EUR/ton,777.0
8384,21/12/2020,coils EUR/ton,777.0
8385,17/12/2020,coils EUR/ton,777.0
8386,16/12/2020,coils EUR/ton,777.0
8387,15/12/2020,coils EUR/ton,777.0
8388,14/12/2020,coils EUR/ton,777.0
8389,10/12/2020,coils EUR/ton,777.0
8390,09/12/2020,coils EUR/ton,777.0
8391,08/12/2020,coils EUR/ton,777.0
8392,07/12/2020,coils EUR/ton,777.0
8393,02/12/2020,coils EUR/ton,777.0
8394,01/12/2020,coils EUR/ton,777.0
8395,30/11/2020,coils EUR/ton,713.0
8396,26/11/2020,coils EUR/ton,713.0
8397,25/11/2020,coils EUR/ton,713.0
8398,24/11/2020,coils EUR/ton,713.0
8399,23/11/2020,coils EUR/ton,713.0
8400,19/11/2020,coils EUR/ton,713.0
8401,18/11/2020,coils EUR/ton,713.0
8402,17/11/2020,coils EUR/ton,713.0
8403,16/11/2020,coils EUR/ton,713.0
8404,12/11/2020,coils EUR/ton,713.0
8405,11/11/2020,coils EUR/ton,713.0
8406,10/11/2020,coils EUR/ton,713.0
8407,09/11/2020,coils EUR/ton,713.0
8408,05/11/2020,coils EUR/ton,713.0
8409,04/11/2020,coils EUR/ton,713.0
8410,03/11/2020,coils EUR/ton,713.0
8411,02/11/2020,coils EUR/ton,713.0
8412,29/10/2020,coils EUR/ton,687.0
8413,28/10/2020,coils EUR/ton,687.0
8414,27/10/2020,coils EUR/ton,687.0
8415,26/10/2020,coils EUR/ton,687.0
8416,22/10/2020,coils EUR/ton,687.0
8417,20/10/2020,coils EUR/ton,687.0
8418,19/10/2020,coils EUR/ton,687.0
8419,15/10/2020,coils EUR/ton,687.0
8420,14/10/2020,coils EUR/ton,687.0
8421,13/10/2020,coils EUR/ton,687.0
8422,12/10/2020,coils EUR/ton,687.0
8423,08/10/2020,coils EUR/ton,687.0
8424,07/10/2020,coils EUR/ton,687.0
8425,06/10/2020,coils EUR/ton,687.0
8426,05/10/2020,coils EUR/ton,687.0
8427,01/10/2020,coils EUR/ton,687.0
8428,30/09/2020,coils EUR/ton,663.0
8429,29/09/2020,coils EUR/ton,663.0
8430,28/09/2020,coils EUR/ton,663.0
8431,24/09/2020,coils EUR/ton,663.0
8432,23/09/2020,coils EUR/ton,663.0
8433,22/09/2020,coils EUR/ton,663.0
8434,21/09/2020,coils EUR/ton,663.0
8435,17/09/2020,coils EUR/ton,663.0
8436,16/09/2020,coils EUR/ton,663.0
8437,15/09/2020,coils EUR/ton,663.0
8438,14/09/2020,coils EUR/ton,663.0
8439,10/09/2020,coils EUR/ton,663.0
8440,09/09/2020,coils EUR/ton,663.0
8441,07/09/2020,coils EUR/ton,663.0
8442,03/09/2020,coils EUR/ton,663.0
8443,02/09/2020,coils EUR/ton,663.0
8444,01/09/2020,coils EUR/ton,663.0
8445,27/08/2020,coils EUR/ton,626.0
8446,26/08/2020,coils EUR/ton,626.0
8447,25/08/2020,coils EUR/ton,626.0
8448,24/08/2020,coils EUR/ton,626.0
8449,20/08/2020,coils EUR/ton,626.0
8450,19/08/2020,coils EUR/ton,626.0
8451,18/08/2020,coils EUR/ton,626.0
8452,17/08/2020,coils EUR/ton,626.0
8453,13/08/2020,coils EUR/ton,626.0
8454,12/08/2020,coils EUR/ton,626.0
8455,11/08/2020,coils EUR/ton,626.0
8456,10/08/2020,coils EUR/ton,626.0
8457,06/08/2020,coils EUR/ton,626.0
8458,05/08/2020,coils EUR/ton,626.0
8459,04/08/2020,coils EUR/ton,626.0
8460,03/08/2020,coils EUR/ton,626.0
8461,30/07/2020,coils EUR/ton,615.0
8462,29/07/2020,coils EUR/ton,615.0
8463,28/07/2020,coils EUR/ton,615.0
8464,27/07/2020,coils EUR/ton,615.0
8465,22/07/2020,coils EUR/ton,615.0
8466,21/07/2020,coils EUR/ton,615.0
8467,20/07/2020,coils EUR/ton,615.0
8468,16/07/2020,coils EUR/ton,615.0
8469,15/07/2020,coils EUR/ton,615.0
8470,14/07/2020,coils EUR/ton,615.0
8471,13/07/2020,coils EUR/ton,615.0
8472,09/07/2020,coils EUR/ton,615.0
8473,08/07/2020,coils EUR/ton,615.0
8474,07/07/2020,coils EUR/ton,615.0
8475,06/07/2020,coils EUR/ton,615.0
8476,02/07/2020,coils EUR/ton,615.0
8477,01/07/2020,coils EUR/ton,615.0
8478,30/06/2020,coils EUR/ton,627.0
8479,29/06/2020,coils EUR/ton,627.0
8480,25/06/2020,coils EUR/ton,627.0
8481,24/06/2020,coils EUR/ton,627.0
8482,23/06/2020,coils EUR/ton,627.0
8483,22/06/2020,coils EUR/ton,627.0
8484,18/06/2020,coils EUR/ton,627.0
8485,17/06/2020,coils EUR/ton,627.0
8486,16/06/2020,coils EUR/ton,627.0
8487,15/06/2020,coils EUR/ton,627.0
8488,11/06/2020,coils EUR/ton,627.0
8489,09/06/2020,coils EUR/ton,627.0
8490,08/06/2020,coils EUR/ton,627.0
8491,04/06/2020,coils EUR/ton,627.0
8492,03/06/2020,coils EUR/ton,627.0
8493,02/06/2020,coils EUR/ton,627.0
8494,01/06/2020,coils EUR/ton,627.0
8495,28/05/2020,coils EUR/ton,660.0
8496,27/05/2020,coils EUR/ton,660.0
8497,26/05/2020,coils EUR/ton,660.0
8498,21/05/2020,coils EUR/ton,660.0
8499,20/05/2020,coils EUR/ton,660.0
8500,19/05/2020,coils EUR/ton,660.0
8501,18/05/2020,coils EUR/ton,660.0
8502,14/05/2020,coils EUR/ton,660.0
8503,13/05/2020,coils EUR/ton,660.0
8504,12/05/2020,coils EUR/ton,660.0
8505,11/05/2020,coils EUR/ton,660.0
8506,06/05/2020,coils EUR/ton,660.0
8507,05/05/2020,coils EUR/ton,660.0
8508,30/04/2020,coils EUR/ton,683.0
8509,29/04/2020,coils EUR/ton,683.0
8510,28/04/2020,coils EUR/ton,683.0
8511,27/04/2020,coils EUR/ton,683.0
8512,23/04/2020,coils EUR/ton,683.0
8513,21/04/2020,coils EUR/ton,683.0
8514,20/04/2020,coils EUR/ton,683.0
8515,16/04/2020,coils EUR/ton,683.0
8516,15/04/2020,coils EUR/ton,683.0
8517,14/04/2020,coils EUR/ton,683.0
8518,08/04/2020,coils EUR/ton,683.0
8519,07/04/2020,coils EUR/ton,683.0
8520,06/04/2020,coils EUR/ton,683.0
8521,02/04/2020,coils EUR/ton,683.0
8522,01/04/2020,coils EUR/ton,683.0
8523,31/03/2020,coils EUR/ton,680.0
8524,30/03/2020,coils EUR/ton,680.0
8525,26/03/2020,coils EUR/ton,680.0
8526,25/03/2020,coils EUR/ton,680.0
8527,24/03/2020,coils EUR/ton,680.0
8528,23/03/2020,coils EUR/ton,680.0
8529,19/03/2020,coils EUR/ton,680.0
8530,18/03/2020,coils EUR/ton,680.0
8531,17/03/2020,coils EUR/ton,680.0
8532,16/03/2020,coils EUR/ton,680.0
8533,12/03/2020,coils EUR/ton,680.0
8534,11/03/2020,coils EUR/ton,680.0
8535,10/03/2020,coils EUR/ton,680.0
8536,03/03/2022,coils EUR/ton,1408.0
8537,02/03/2022,coils EUR/ton,1408.0
8538,01/03/2022,coils EUR/ton,1408.0
8539,28/02/2022,coils EUR/ton,1173.0
8540,24/02/2022,coils EUR/ton,1173.0
8541,23/02/2022,coils EUR/ton,1173.0
8542,22/02/2022,coils EUR/ton,1173.0
8543,21/02/2022,coils EUR/ton,1173.0
8544,17/02/2022,coils EUR/ton,1173.0
8545,16/02/2022,coils EUR/ton,1173.0
8546,15/02/2022,coils EUR/ton,1173.0
8547,14/02/2022,coils EUR/ton,1173.0
8548,10/02/2022,coils EUR/ton,1173.0
8549,09/02/2022,coils EUR/ton,1173.0
8550,08/02/2022,coils EUR/ton,1173.0
8551,07/02/2022,coils EUR/ton,1173.0
8552,03/02/2022,coils EUR/ton,1173.0
8553,02/02/2022,coils EUR/ton,1173.0
8554,01/02/2022,coils EUR/ton,1173.0
8555,31/01/2022,coils EUR/ton,1170.0
8556,27/01/2022,coils EUR/ton,1170.0
8557,26/01/2022,coils EUR/ton,1170.0
8558,25/01/2022,coils EUR/ton,1170.0
8559,24/01/2022,coils EUR/ton,1170.0
8560,19/01/2022,coils EUR/ton,1170.0
8561,18/01/2022,coils EUR/ton,1170.0
8562,17/01/2022,coils EUR/ton,1170.0
8563,13/01/2022,coils EUR/ton,1170.0
8564,10/01/2022,coils EUR/ton,1170.0
8565,06/01/2022,coils EUR/ton,1170.0
8566,05/01/2022,coils EUR/ton,1170.0
8567,04/01/2022,coils EUR/ton,1170.0
8568,30/12/2021,coils EUR/ton,1190.0
8569,29/12/2021,coils EUR/ton,1190.0
8570,23/12/2021,coils EUR/ton,1190.0
8571,22/12/2021,coils EUR/ton,1190.0
8572,21/12/2021,coils EUR/ton,1190.0
8573,20/12/2021,coils EUR/ton,1190.0
8574,16/12/2021,coils EUR/ton,1190.0
8575,15/12/2021,coils EUR/ton,1190.0
8576,14/12/2021,coils EUR/ton,1190.0
8577,13/12/2021,coils EUR/ton,1190.0
8578,09/12/2021,coils EUR/ton,1190.0
8579,08/12/2021,coils EUR/ton,1190.0
8580,07/12/2021,coils EUR/ton,1190.0
8581,06/12/2021,coils EUR/ton,1190.0
8582,02/12/2021,coils EUR/ton,1190.0
8583,01/12/2021,coils EUR/ton,1190.0
8584,29/11/2021,coils EUR/ton,1251.0
8585,25/11/2021,coils EUR/ton,1251.0
8586,24/11/2021,coils EUR/ton,1251.0
8587,23/11/2021,coils EUR/ton,1251.0
8588,22/11/2021,coils EUR/ton,1251.0
8589,18/11/2021,coils EUR/ton,1251.0
8590,17/11/2021,coils EUR/ton,1251.0
8591,16/11/2021,coils EUR/ton,1251.0
8592,15/11/2021,coils EUR/ton,1251.0
8593,11/11/2021,coils EUR/ton,1251.0
8594,10/11/2021,coils EUR/ton,1251.0
8595,09/11/2021,coils EUR/ton,1251.0
8596,08/11/2021,coils EUR/ton,1251.0
8597,04/11/2021,coils EUR/ton,1251.0
8598,03/11/2021,coils EUR/ton,1251.0
8599,02/11/2021,coils EUR/ton,1251.0
8600,01/11/2021,coils EUR/ton,1251.0
8601,28/10/2021,coils EUR/ton,1334.0
8602,27/10/2021,coils EUR/ton,1334.0
8603,26/10/2021,coils EUR/ton,1334.0
8604,25/10/2021,coils EUR/ton,1334.0
8605,21/10/2021,coils EUR/ton,1334.0
8606,20/10/2021,coils EUR/ton,1334.0
8607,19/10/2021,coils EUR/ton,1334.0
8608,14/10/2021,coils EUR/ton,1334.0
8609,13/10/2021,coils EUR/ton,1334.0
8610,12/10/2021,coils EUR/ton,1334.0
8611,11/10/2021,coils EUR/ton,1334.0
8612,07/10/2021,coils EUR/ton,1334.0
8613,06/10/2021,coils EUR/ton,1334.0
8614,05/10/2021,coils EUR/ton,1334.0
8615,04/10/2021,coils EUR/ton,1334.0
8616,30/09/2021,coils EUR/ton,1383.0
8617,29/09/2021,coils EUR/ton,1383.0
8618,28/09/2021,coils EUR/ton,1383.0
8619,27/09/2021,coils EUR/ton,1383.0
8620,23/09/2021,coils EUR/ton,1383.0
8621,22/09/2021,coils EUR/ton,1383.0
8622,21/09/2021,coils EUR/ton,1383.0
8623,20/09/2021,coils EUR/ton,1383.0
8624,16/09/2021,coils EUR/ton,1383.0
8625,15/09/2021,coils EUR/ton,1383.0
8626,14/09/2021,coils EUR/ton,1383.0
8627,13/09/2021,coils EUR/ton,1383.0
8628,09/09/2021,coils EUR/ton,1383.0
8629,08/09/2021,coils EUR/ton,1383.0
8630,07/09/2021,coils EUR/ton,1383.0
8631,06/09/2021,coils EUR/ton,1383.0
8632,01/09/2021,coils EUR/ton,1383.0
8633,31/08/2021,coils EUR/ton,1391.0
8634,26/08/2021,coils EUR/ton,1391.0
8635,25/08/2021,coils EUR/ton,1391.0
8636,24/08/2021,coils EUR/ton,1391.0
8637,23/08/2021,coils EUR/ton,1391.0
8638,19/08/2021,coils EUR/ton,1391.0
8639,18/08/2021,coils EUR/ton,1391.0
8640,17/08/2021,coils EUR/ton,1391.0
8641,16/08/2021,coils EUR/ton,1391.0
8642,29/07/2021,coils EUR/ton,1384.0
8643,28/07/2021,coils EUR/ton,1384.0
8644,27/07/2021,coils EUR/ton,1384.0
8645,26/07/2021,coils EUR/ton,1384.0
8646,22/07/2021,coils EUR/ton,1384.0
8647,21/07/2021,coils EUR/ton,1384.0
8648,27/05/2021,coils EUR/ton,1271.0
8649,26/05/2021,coils EUR/ton,1271.0
8650,25/05/2021,coils EUR/ton,1271.0
8651,24/05/2021,coils EUR/ton,1271.0
8652,20/05/2021,coils EUR/ton,1271.0
8653,19/05/2021,coils EUR/ton,1271.0
8654,18/05/2021,coils EUR/ton,1271.0
8655,17/05/2021,coils EUR/ton,1271.0
8656,12/05/2021,coils EUR/ton,1271.0
8657,11/05/2021,coils EUR/ton,1271.0
8658,10/05/2021,coils EUR/ton,1271.0
8659,06/05/2021,coils EUR/ton,1271.0
8660,05/05/2021,coils EUR/ton,1271.0
8661,04/05/2021,coils EUR/ton,1271.0
8662,29/04/2021,coils EUR/ton,1116.0
8663,28/04/2021,coils EUR/ton,1116.0
8664,27/04/2021,coils EUR/ton,1116.0
8665,26/04/2021,coils EUR/ton,1116.0
8666,22/04/2021,coils EUR/ton,1116.0
8667,21/04/2021,coils EUR/ton,1116.0
8668,20/04/2021,coils EUR/ton,1116.0
8669,19/04/2021,coils EUR/ton,1116.0
8670,15/04/2021,coils EUR/ton,1116.0
8671,14/04/2021,coils EUR/ton,1116.0
8672,13/04/2021,coils EUR/ton,1116.0
8673,12/04/2021,coils EUR/ton,1116.0
8674,08/04/2021,coils EUR/ton,1116.0
8675,06/04/2021,coils EUR/ton,1116.0
8676,31/03/2021,coils EUR/ton,966.0
8677,30/03/2021,coils EUR/ton,966.0
8678,29/03/2021,coils EUR/ton,966.0
8679,25/03/2021,coils EUR/ton,966.0
8680,23/03/2021,coils EUR/ton,966.0
8681,22/03/2021,coils EUR/ton,966.0
8682,18/03/2021,coils EUR/ton,966.0
8683,17/03/2021,coils EUR/ton,966.0
8684,16/03/2021,coils EUR/ton,966.0
8685,15/03/2021,coils EUR/ton,966.0
8686,11/03/2021,coils EUR/ton,966.0
8687,10/03/2021,coils EUR/ton,966.0
8688,09/06/2022,coils EUR/ton,1285.0
8689,08/06/2022,coils EUR/ton,1285.0
8690,07/06/2022,coils EUR/ton,1285.0
8691,06/06/2022,coils EUR/ton,1285.0
8692,31/05/2022,coils EUR/ton,1426.0
8693,30/05/2022,coils EUR/ton,1426.0
8694,26/05/2022,coils EUR/ton,1426.0
8695,25/05/2022,coils EUR/ton,1426.0
8696,24/05/2022,coils EUR/ton,1426.0
8697,23/05/2022,coils EUR/ton,1426.0
8698,19/05/2022,coils EUR/ton,1426.0
8699,18/05/2022,coils EUR/ton,1426.0
8700,17/05/2022,coils EUR/ton,1426.0
8701,16/05/2022,coils EUR/ton,1426.0
8702,12/05/2022,coils EUR/ton,1426.0
8703,11/05/2022,coils EUR/ton,1426.0
8704,10/05/2022,coils EUR/ton,1426.0
8705,09/05/2022,coils EUR/ton,1426.0
8706,05/05/2022,coils EUR/ton,1426.0
8707,04/05/2022,coils EUR/ton,1426.0
8708,03/05/2022,coils EUR/ton,1426.0
8709,28/04/2022,coils EUR/ton,1614.0
8710,27/04/2022,coils EUR/ton,1614.0
8711,26/04/2022,coils EUR/ton,1614.0
8712,21/04/2022,coils EUR/ton,1614.0
8713,20/04/2022,coils EUR/ton,1614.0
8714,19/04/2022,coils EUR/ton,1614.0
8715,13/04/2022,coils EUR/ton,1614.0
8716,12/04/2022,coils EUR/ton,1614.0
8717,11/04/2022,coils EUR/ton,1614.0
8718,07/04/2022,coils EUR/ton,1614.0
8719,06/04/2022,coils EUR/ton,1614.0
8720,05/04/2022,coils EUR/ton,1614.0
8721,04/04/2022,coils EUR/ton,1614.0
8722,31/03/2022,coils EUR/ton,1408.0
8723,30/03/2022,coils EUR/ton,1408.0
8724,29/03/2022,coils EUR/ton,1408.0
8725,28/03/2022,coils EUR/ton,1408.0
8726,24/03/2022,coils EUR/ton,1408.0
8727,23/03/2022,coils EUR/ton,1408.0
8728,22/03/2022,coils EUR/ton,1408.0
8729,21/03/2022,coils EUR/ton,1408.0
8730,17/03/2022,coils EUR/ton,1408.0
8731,16/03/2022,coils EUR/ton,1408.0
8732,15/03/2022,coils EUR/ton,1408.0
8733,14/03/2022,coils EUR/ton,1408.0
8734,10/03/2022,coils EUR/ton,1408.0
8735,09/03/2022,coils EUR/ton,1408.0
8736,04/03/2016,beams EUR/ton,
8737,03/03/2016,beams EUR/ton,
8738,02/03/2016,beams EUR/ton,
8739,01/03/2016,beams EUR/ton,
8740,29/02/2016,beams EUR/ton,
8741,26/02/2016,beams EUR/ton,
8742,25/02/2016,beams EUR/ton,
8743,24/02/2016,beams EUR/ton,
8744,23/02/2016,beams EUR/ton,
8745,22/02/2016,beams EUR/ton,
8746,19/02/2016,beams EUR/ton,
8747,18/02/2016,beams EUR/ton,
8748,17/02/2016,beams EUR/ton,
8749,16/02/2016,beams EUR/ton,
8750,15/02/2016,beams EUR/ton,
8751,12/02/2016,beams EUR/ton,
8752,11/02/2016,beams EUR/ton,
8753,10/02/2016,beams EUR/ton,
8754,09/02/2016,beams EUR/ton,
8755,08/02/2016,beams EUR/ton,
8756,05/02/2016,beams EUR/ton,
8757,04/02/2016,beams EUR/ton,
8758,03/02/2016,beams EUR/ton,
8759,02/02/2016,beams EUR/ton,
8760,29/01/2016,beams EUR/ton,
8761,28/01/2016,beams EUR/ton,
8762,27/01/2016,beams EUR/ton,
8763,26/01/2016,beams EUR/ton,
8764,25/01/2016,beams EUR/ton,
8765,22/01/2016,beams EUR/ton,
8766,21/01/2016,beams EUR/ton,
8767,20/01/2016,beams EUR/ton,
8768,19/01/2016,beams EUR/ton,
8769,18/01/2016,beams EUR/ton,
8770,15/01/2016,beams EUR/ton,
8771,14/01/2016,beams EUR/ton,
8772,13/01/2016,beams EUR/ton,
8773,12/01/2016,beams EUR/ton,
8774,11/01/2016,beams EUR/ton,
8775,08/01/2016,beams EUR/ton,
8776,07/01/2016,beams EUR/ton,
8777,06/01/2016,beams EUR/ton,
8778,05/01/2016,beams EUR/ton,
8779,04/01/2016,beams EUR/ton,
8780,31/12/2015,beams EUR/ton,
8781,30/12/2015,beams EUR/ton,
8782,24/12/2015,beams EUR/ton,
8783,23/12/2015,beams EUR/ton,
8784,18/12/2015,beams EUR/ton,
8785,17/12/2015,beams EUR/ton,
8786,16/12/2015,beams EUR/ton,
8787,15/12/2015,beams EUR/ton,
8788,11/12/2015,beams EUR/ton,
8789,10/12/2015,beams EUR/ton,
8790,09/12/2015,beams EUR/ton,
8791,08/12/2015,beams EUR/ton,
8792,03/12/2015,beams EUR/ton,
8793,02/12/2015,beams EUR/ton,
8794,27/11/2015,beams EUR/ton,
8795,26/11/2015,beams EUR/ton,
8796,25/11/2015,beams EUR/ton,
8797,24/11/2015,beams EUR/ton,
8798,20/11/2015,beams EUR/ton,
8799,19/11/2015,beams EUR/ton,
8800,18/11/2015,beams EUR/ton,
8801,16/11/2015,beams EUR/ton,
8802,13/11/2015,beams EUR/ton,
8803,11/11/2015,beams EUR/ton,
8804,10/11/2015,beams EUR/ton,
8805,09/11/2015,beams EUR/ton,
8806,06/11/2015,beams EUR/ton,
8807,05/11/2015,beams EUR/ton,
8808,03/11/2015,beams EUR/ton,
8809,02/11/2015,beams EUR/ton,
8810,30/10/2015,beams EUR/ton,
8811,29/10/2015,beams EUR/ton,
8812,28/10/2015,beams EUR/ton,
8813,27/10/2015,beams EUR/ton,
8814,23/10/2015,beams EUR/ton,
8815,22/10/2015,beams EUR/ton,
8816,21/10/2015,beams EUR/ton,
8817,20/10/2015,beams EUR/ton,
8818,19/10/2015,beams EUR/ton,
8819,16/10/2015,beams EUR/ton,
8820,15/10/2015,beams EUR/ton,
8821,14/10/2015,beams EUR/ton,
8822,13/10/2015,beams EUR/ton,
8823,12/10/2015,beams EUR/ton,
8824,09/10/2015,beams EUR/ton,
8825,08/10/2015,beams EUR/ton,
8826,07/10/2015,beams EUR/ton,
8827,06/10/2015,beams EUR/ton,
8828,05/10/2015,beams EUR/ton,
8829,02/10/2015,beams EUR/ton,
8830,01/10/2015,beams EUR/ton,
8831,30/09/2015,beams EUR/ton,
8832,28/09/2015,beams EUR/ton,
8833,25/09/2015,beams EUR/ton,
8834,24/09/2015,beams EUR/ton,
8835,23/09/2015,beams EUR/ton,
8836,22/09/2015,beams EUR/ton,
8837,21/09/2015,beams EUR/ton,
8838,18/09/2015,beams EUR/ton,
8839,17/09/2015,beams EUR/ton,
8840,16/09/2015,beams EUR/ton,
8841,15/09/2015,beams EUR/ton,
8842,14/09/2015,beams EUR/ton,
8843,11/09/2015,beams EUR/ton,
8844,10/09/2015,beams EUR/ton,
8845,09/09/2015,beams EUR/ton,
8846,08/09/2015,beams EUR/ton,
8847,07/09/2015,beams EUR/ton,
8848,04/09/2015,beams EUR/ton,
8849,03/09/2015,beams EUR/ton,
8850,02/09/2015,beams EUR/ton,
8851,01/09/2015,beams EUR/ton,
8852,28/08/2015,beams EUR/ton,
8853,27/08/2015,beams EUR/ton,
8854,26/08/2015,beams EUR/ton,
8855,25/08/2015,beams EUR/ton,
8856,21/08/2015,beams EUR/ton,
8857,20/08/2015,beams EUR/ton,
8858,19/08/2015,beams EUR/ton,
8859,18/08/2015,beams EUR/ton,
8860,17/08/2015,beams EUR/ton,
8861,14/08/2015,beams EUR/ton,
8862,13/08/2015,beams EUR/ton,
8863,12/08/2015,beams EUR/ton,
8864,11/08/2015,beams EUR/ton,
8865,10/08/2015,beams EUR/ton,
8866,07/08/2015,beams EUR/ton,
8867,06/08/2015,beams EUR/ton,
8868,05/08/2015,beams EUR/ton,
8869,04/08/2015,beams EUR/ton,
8870,03/08/2015,beams EUR/ton,
8871,31/07/2015,beams EUR/ton,
8872,30/07/2015,beams EUR/ton,
8873,29/07/2015,beams EUR/ton,
8874,28/07/2015,beams EUR/ton,
8875,27/07/2015,beams EUR/ton,
8876,24/07/2015,beams EUR/ton,
8877,23/07/2015,beams EUR/ton,
8878,22/07/2015,beams EUR/ton,
8879,21/07/2015,beams EUR/ton,
8880,17/07/2015,beams EUR/ton,
8881,16/07/2015,beams EUR/ton,
8882,15/07/2015,beams EUR/ton,
8883,14/07/2015,beams EUR/ton,
8884,13/07/2015,beams EUR/ton,
8885,10/07/2015,beams EUR/ton,
8886,09/07/2015,beams EUR/ton,
8887,08/07/2015,beams EUR/ton,
8888,07/07/2015,beams EUR/ton,
8889,06/07/2015,beams EUR/ton,
8890,03/07/2015,beams EUR/ton,
8891,02/07/2015,beams EUR/ton,
8892,01/07/2015,beams EUR/ton,
8893,30/06/2015,beams EUR/ton,
8894,29/06/2015,beams EUR/ton,
8895,26/06/2015,beams EUR/ton,
8896,25/06/2015,beams EUR/ton,
8897,24/06/2015,beams EUR/ton,
8898,23/06/2015,beams EUR/ton,
8899,22/06/2015,beams EUR/ton,
8900,19/06/2015,beams EUR/ton,
8901,18/06/2015,beams EUR/ton,
8902,17/06/2015,beams EUR/ton,
8903,16/06/2015,beams EUR/ton,
8904,12/06/2015,beams EUR/ton,
8905,11/06/2015,beams EUR/ton,
8906,10/06/2015,beams EUR/ton,
8907,09/06/2015,beams EUR/ton,
8908,05/06/2015,beams EUR/ton,
8909,04/06/2015,beams EUR/ton,
8910,03/06/2015,beams EUR/ton,
8911,02/06/2015,beams EUR/ton,
8912,01/06/2015,beams EUR/ton,
8913,29/05/2015,beams EUR/ton,
8914,28/05/2015,beams EUR/ton,
8915,27/05/2015,beams EUR/ton,
8916,26/05/2015,beams EUR/ton,
8917,22/05/2015,beams EUR/ton,
8918,21/05/2015,beams EUR/ton,
8919,20/05/2015,beams EUR/ton,
8920,19/05/2015,beams EUR/ton,
8921,18/05/2015,beams EUR/ton,
8922,15/05/2015,beams EUR/ton,
8923,14/05/2015,beams EUR/ton,
8924,12/05/2015,beams EUR/ton,
8925,11/05/2015,beams EUR/ton,
8926,08/05/2015,beams EUR/ton,
8927,07/05/2015,beams EUR/ton,
8928,05/05/2015,beams EUR/ton,
8929,01/05/2015,beams EUR/ton,
8930,30/04/2015,beams EUR/ton,
8931,29/04/2015,beams EUR/ton,
8932,27/04/2015,beams EUR/ton,
8933,24/04/2015,beams EUR/ton,
8934,23/04/2015,beams EUR/ton,
8935,22/04/2015,beams EUR/ton,
8936,21/04/2015,beams EUR/ton,
8937,20/04/2015,beams EUR/ton,
8938,17/04/2015,beams EUR/ton,
8939,16/04/2015,beams EUR/ton,
8940,15/04/2015,beams EUR/ton,
8941,14/04/2015,beams EUR/ton,
8942,13/04/2015,beams EUR/ton,
8943,10/04/2015,beams EUR/ton,
8944,09/04/2015,beams EUR/ton,
8945,08/04/2015,beams EUR/ton,
8946,07/04/2015,beams EUR/ton,
8947,02/04/2015,beams EUR/ton,
8948,01/04/2015,beams EUR/ton,
8949,31/03/2015,beams EUR/ton,
8950,27/03/2015,beams EUR/ton,
8951,26/03/2015,beams EUR/ton,
8952,24/03/2015,beams EUR/ton,
8953,23/03/2015,beams EUR/ton,
8954,20/03/2015,beams EUR/ton,
8955,19/03/2015,beams EUR/ton,
8956,18/03/2015,beams EUR/ton,
8957,17/03/2015,beams EUR/ton,
8958,16/03/2015,beams EUR/ton,
8959,13/03/2015,beams EUR/ton,
8960,12/03/2015,beams EUR/ton,
8961,11/03/2015,beams EUR/ton,
8962,10/03/2015,beams EUR/ton,
8963,09/03/2015,beams EUR/ton,
8964,06/03/2017,beams EUR/ton,
8965,03/03/2017,beams EUR/ton,
8966,02/03/2017,beams EUR/ton,
8967,01/03/2017,beams EUR/ton,
8968,28/02/2017,beams EUR/ton,
8969,27/02/2017,beams EUR/ton,
8970,24/02/2017,beams EUR/ton,
8971,23/02/2017,beams EUR/ton,
8972,22/02/2017,beams EUR/ton,
8973,21/02/2017,beams EUR/ton,
8974,20/02/2017,beams EUR/ton,
8975,17/02/2017,beams EUR/ton,
8976,16/02/2017,beams EUR/ton,
8977,15/02/2017,beams EUR/ton,
8978,14/02/2017,beams EUR/ton,
8979,13/02/2017,beams EUR/ton,
8980,10/02/2017,beams EUR/ton,
8981,09/02/2017,beams EUR/ton,
